File Name,Scene1,Scene2,Scene3,Scene4,Scene5,Scene6,Scene7,Scene8,Notes,
CAMHDA301-20160223T230000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T000000Z,00:01:02,00:01:38,00:02:57,,00:06:05,00:07:36,00:10:34,00:12:07,,
CAMHDA301-20160224T010000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T130000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T140000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T160000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T170000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T190000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T200000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T220000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160224T230000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T000000Z,00:01:02,00:01:38,00:02:57,,00:06:05,00:07:34,00:10:27,00:11:59,,
CAMHDA301-20160225T010000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T130000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T140000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T160000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T170000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T190000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T200000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T220000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160225T230000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T000000Z,00:01:03,00:01:38,00:02:58,,00:06:08,00:07:39,00:10:28,00:12:01,,
CAMHDA301-20160226T010000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T130000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T140000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T160000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T170000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T190000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T200000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T220000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160226T230000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T000000Z,00:01:03,00:01:40,00:02:59,,00:06:08,00:07:39,00:10:29,00:12:00,,
CAMHDA301-20160227T010000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160227T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T000000Z,00:01:03,00:01:40,00:03:00,,00:06:08,00:07:39,00:10:36,00:12:08,,
CAMHDA301-20160228T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160228T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T000000Z,00:01:03,00:01:40,00:03:00,,00:06:09,00:07:39,00:10:30,00:11:58,,
CAMHDA301-20160229T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160229T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T000000Z,00:01:01,00:01:37,00:02:56,,00:06:07,00:07:36,00:10:29,00:12:02,,
CAMHDA301-20160301T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160301T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T000000Z,00:01:00,00:01:37,00:02:57,,00:06:04,00:07:35,00:10:25,00:11:58,,
CAMHDA301-20160302T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160302T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T000000Z,00:01:03,00:01:39,00:02:58,,00:06:06,00:07:36,00:10:26,00:12:00,,
CAMHDA301-20160303T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160303T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T000000Z,00:01:03,00:01:39,00:02:58,,00:06:06,00:07:35,00:10:26,00:12:00,,
CAMHDA301-20160304T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160304T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160305T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160305T060000Z,00:01:03,00:01:39,00:02:58,,00:06:05,00:07:34,00:10:25,00:11:56,,
CAMHDA301-20160305T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160305T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160305T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160305T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160305T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160306T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160306T060000Z,00:01:02,00:01:38,00:02:57,,00:06:06,00:07:37,00:10:26,00:11:59,spider crab in scene 5,
CAMHDA301-20160306T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160306T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160306T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160306T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160306T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T000000Z,00:01:03,00:01:39,00:02:58,,00:06:07,00:07:38,00:10:33,00:12:06,,
CAMHDA301-20160307T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160307T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160308T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160308T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160308T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160308T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160308T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160308T210000Z,00:01:05,00:01:38,00:02:57,,00:06:06,00:07:35,00:10:34,00:12:08,,
CAMHDA301-20160309T000000Z,00:01:01,00:01:37,00:02:57,,00:06:06,00:07:36,00:10:26,00:11:59,,
CAMHDA301-20160309T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160309T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160309T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160309T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160309T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160309T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160310T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160310T060000Z,00:01:02,00:01:37,00:02:57,,00:06:05,00:07:36,00:10:26,00:11:59,,
CAMHDA301-20160310T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160310T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160311T030000Z,00:01:03,00:01:39,00:02:59,,00:06:06,00:07:37,00:10:35,00:12:09,,
CAMHDA301-20160311T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160312T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160312T060000Z,00:01:02,00:01:38,00:02:58,,00:06:06,00:07:36,00:10:27,00:12:00,,
CAMHDA301-20160312T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160312T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160312T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160312T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160312T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T000000Z,00:01:02,00:01:41,00:02:58,,00:06:07,00:07:37,00:10:27,00:12:00,,
CAMHDA301-20160313T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160313T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160314T210000Z,00:01:03,00:01:39,00:02:58,,00:06:07,00:07:38,00:10:29,00:12:03,,
CAMHDA301-20160315T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160315T060000Z,00:01:03,00:01:39,00:02:58,,00:06:07,00:07:38,00:10:30,00:12:01,,
CAMHDA301-20160315T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160315T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160315T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160315T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160315T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T000000Z,00:01:02,00:01:37,00:02:57,,00:06:06,00:07:36,00:10:26,00:12:01,,
CAMHDA301-20160316T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160316T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160317T090000Z,00:01:02,00:01:37,00:02:57,,00:06:04,00:07:35,00:10:25,00:12:00,,
CAMHDA301-20160317T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160317T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160317T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160317T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T000000Z,00:01:03,00:01:38,00:02:58,,00:06:06,00:07:37,00:10:27,00:12:00,,
CAMHDA301-20160318T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160318T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T000000Z,00:01:03,00:01:39,00:02:58,,00:06:07,00:07:37,00:10:32,00:12:04,,
CAMHDA301-20160319T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160319T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T000000Z,00:01:03,00:01:40,00:02:59,,00:06:08,00:07:39,00:10:30,00:12:05,,
CAMHDA301-20160320T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160320T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T000000Z,00:01:04,00:01:41,00:03:01,,00:06:11,00:07:41,00:10:31,00:12:05,,
CAMHDA301-20160321T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160321T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T000000Z,00:01:04,00:01:40,00:02:58,,00:06:07,00:07:38,00:10:33,00:12:06,,
CAMHDA301-20160322T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160322T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160323T030000Z,00:01:04,00:01:40,00:03:00,,00:06:03,00:07:34,00:10:24,00:11:59,,
CAMHDA301-20160323T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160323T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160323T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160323T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160323T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160323T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T000000Z,00:01:04,00:01:39,00:02:59,,00:06:07,00:07:37,00:10:33,00:12:05,,
CAMHDA301-20160324T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160324T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T000000Z,00:01:03,00:01:38,00:02:57,,00:06:06,00:07:37,00:10:27,00:12:00,,
CAMHDA301-20160325T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160325T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160326T210000Z,00:01:04,00:01:39,00:02:57,,00:06:05,00:07:35,00:10:26,00:11:59,,
CAMHDA301-20160327T000000Z,00:01:05,00:01:40,00:03:00,,00:06:09,00:07:39,00:10:30,00:12:02,,
CAMHDA301-20160327T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160327T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160327T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160327T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160327T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160327T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160327T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160328T030000Z,00:01:03,00:01:38,00:02:57,,00:06:05,00:07:37,00:10:33,00:12:07,,
CAMHDA301-20160328T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160328T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160328T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160328T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160328T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160328T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160329T030000Z,00:01:04,00:01:40,00:03:00,,00:06:10,00:07:41,00:10:38,00:12:13,,
CAMHDA301-20160329T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160329T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160329T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160329T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160329T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160329T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160330T000000Z,00:01:05,00:01:40,00:02:59,00:04:33,00:06:08,00:07:39,00:10:28,00:12:00,,
CAMHDA301-20160330T030000Z,00:01:07,00:01:42,00:03:00,00:04:34,00:06:08,00:07:40,00:10:36,00:12:08,Very cute little fish? Crossed screen 07:22,
CAMHDA301-20160330T060000Z,00:01:07,00:01:42,00:03:02,00:04:36,00:06:10,00:07:41,00:10:33,0.008402778,,
CAMHDA301-20160330T090000Z,00:01:07,00:01:42,00:03:00,00:04:34,00:06:09,00:07:39,00:10:29,00:12:00,Very fast vent outflow,
CAMHDA301-20160330T120000Z,00:01:07,00:01:42,00:03:00,00:04:34,00:06:09,00:07:41,00:10:36,00:12:08,,
CAMHDA301-20160330T150000Z,00:01:07,00:01:44,00:03:03,00:04:38,00:06:11,00:07:42,00:10:41,00:12:12,The heck is that thing on the upper left side of the vent,
CAMHDA301-20160330T180000Z,00:01:09,00:01:45,00:03:04,00:04:38,00:06:11,00:07:42,00:10:38,00:12:10,,
CAMHDA301-20160330T210000Z,00:01:06,00:01:43,00:03:02,00:04:36,00:06:09,00:07:40,00:10:31,00:12:03,,
CAMHDA301-20160331T000000Z,00:01:07,00:01:44,00:03:02,00:04:38,00:06:10,00:07:40,00:10:37,00:12:08,,
CAMHDA301-20160331T030000Z,00:01:07,00:01:43,00:03:02,00:04:36,00:06:11,00:07:42,00:10:35,00:12:06,,
CAMHDA301-20160331T060000Z,00:01:08,00:01:45,00:03:04,00:04:39,00:06:12,00:07:43,00:10:40,00:12:12,Outflow not as fast,
CAMHDA301-20160331T090000Z,00:01:10,00:01:48,00:03:07,00:04:41,00:06:15,00:07:46,00:10:37,00:12:10,,
CAMHDA301-20160331T120000Z,00:01:09,00:01:45,00:03:03,00:04:38,00:06:12,00:07:44,00:10:42,00:12:15,,
CAMHDA301-20160331T150000Z,00:01:09,00:01:47,00:03:06,00:04:40,00:06:14,00:07:44,00:10:40,00:12:13,,
CAMHDA301-20160331T180000Z,00:01:10,00:01:45,00:03:04,00:04:40,00:06:13,00:07:44,00:10:36,00:12:10,,
CAMHDA301-20160331T210000Z,00:01:08,00:01:44,00:03:03,00:04:38,00:06:12,00:07:42,00:10:40,00:12:12,,
CAMHDA301-20160401T030000Z,00:01:10,00:01:46,00:03:05,00:04:39,00:06:12,00:07:42,00:10:41,00:12:13,,
CAMHDA301-20160401T060000Z,00:01:12,00:01:45,00:03:04,00:04:38,00:06:13,00:07:43,00:10:41,00:12:14,,
