File Name,Scene1,Scene2,Scene3,Scene4,Scene5,Scene6,Scene7,Scene8,Notes,
CAMHDA301-20160528T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160528T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160528T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160528T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160528T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160529T030000Z,00:01:02,00:01:38,00:02:55,00:04:29,00:06:02,00:07:33,00:10:24,00:11:56,,
CAMHDA301-20160529T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160529T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160529T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160529T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160529T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160529T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160530T000000Z,00:01:04,00:01:39,00:02:57,00:04:32,00:06:06,00:07:35,00:10:31,00:12:05,,
CAMHDA301-20160530T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160530T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160530T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160530T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160530T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160530T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160530T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160531T000000Z,00:01:02,00:01:38,00:02:55,00:04:30,00:06:03,00:07:33,00:10:23,00:11:57,,
CAMHDA301-20160531T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160531T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160531T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160531T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160531T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160531T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160531T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160601T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160601T060000Z,00:01:02,00:01:39,00:02:57,00:04:31,00:06:05,00:07:36,00:10:26,00:11:59,,
CAMHDA301-20160601T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160601T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160601T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160601T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160601T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T000000Z,00:01:04,00:01:39,00:02:58,00:04:33,00:06:05,00:07:35,00:10:26,00:12:00,Lots of big pieces marine snow,
CAMHDA301-20160602T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160602T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T000000Z,00:01:02,00:01:37,00:02:56,00:04:31,00:06:03,00:07:34,00:10:23,00:11:55,,
CAMHDA301-20160603T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160603T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160604T030000Z,00:01:03,00:01:37,00:02:56,00:04:31,00:06:03,00:07:32,00:10:28,00:11:58,"4:25 fish in top corner of the screen, 7:30 something cool floats right in front of the camera",
CAMHDA301-20160604T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160604T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160604T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160604T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160604T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160604T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160605T030000Z,00:01:05,00:01:37,00:02:55,00:04:30,00:06:02,00:07:31,00:10:22,00:11:53,,
CAMHDA301-20160605T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160605T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160605T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160605T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160605T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160605T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T000000Z,00:01:01,00:01:36,00:02:51,00:04:26,00:05:58,00:07:27,00:10:18,00:11:48,,
CAMHDA301-20160606T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160606T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T000000Z,00:01:02,00:01:36,00:02:51,00:04:26,00:06:00,00:07:30,00:10:20,00:11:52,,
CAMHDA301-20160607T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160607T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160608T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160608T060000Z,00:01:02,00:01:37,00:02:53,00:04:27,00:06:00,00:07:31,00:10:23,00:11:56,Clear plankton? floats in front of camera 00:06:03,
CAMHDA301-20160608T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160608T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160608T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160608T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160608T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160609T000000Z,00:01:05,00:01:38,00:02:57,00:04:29,00:06:01,00:07:31,00:10:22,00:11:56,,
CAMHDA301-20160609T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160609T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160609T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160609T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160609T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160609T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160609T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T000000Z,00:01:02,00:01:38,00:02:56,00:04:30,00:06:00,00:07:31,00:10:26,00:12:00,,
CAMHDA301-20160610T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160610T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T000000Z,00:01:04,00:01:40,00:02:59,00:04:34,00:06:07,00:07:36,00:10:27,00:12:01,The marine snow looks like it might have some ctenophores in it,
CAMHDA301-20160611T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160611T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T000000Z,00:01:02,00:01:39,00:02:57,00:04:31,00:06:03,00:07:33,00:10:21,00:11:55,Marine snow looks like it has ctenophores (something gelatinous),
CAMHDA301-20160612T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160612T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160613T000000Z,00:01:02,00:01:37,00:02:55,00:04:26,00:05:59,00:07:28,00:10:18,00:11:52,,
CAMHDA301-20160613T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160613T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160613T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160613T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160613T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160613T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160613T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160614T030000Z,00:01:03,00:01:40,00:02:59,00:04:33,00:06:05,00:07:34,00:10:30,00:12:03,,
CAMHDA301-20160614T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160614T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160614T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160614T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160614T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160614T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160615T030000Z,00:01:04,00:01:40,00:02:57,00:04:31,00:06:03,00:07:33,00:10:24,00:11:58,,
CAMHDA301-20160615T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160615T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160615T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160615T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160615T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160615T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160616T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160616T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160616T090000Z,00:01:02,00:01:40,00:02:57,00:04:31,00:06:03,00:07:33,00:10:24,00:11:58,,
CAMHDA301-20160616T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160616T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160616T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160616T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160617T030000Z,00:01:03,00:01:39,00:02:58,00:04:31,00:06:04,00:07:34,00:10:31,00:12:04,2:52 something cool floats in across screen,
CAMHDA301-20160617T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160617T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160617T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160617T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160617T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160617T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160618T000000Z,00:01:04,00:01:40,00:02:55,00:04:30,00:06:00,00:07:30,00:10:21,00:11:54,,
CAMHDA301-20160618T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160618T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160618T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160618T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160618T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160618T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160618T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160619T000000Z,00:01:03,00:01:40,00:02:57,00:04:33,00:06:04,00:07:36,00:10:23,00:11:58,,
CAMHDA301-20160619T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160619T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160619T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160619T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160619T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160619T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160619T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160620T030000Z,00:01:02,00:01:38,00:02:54,00:04:28,00:05:59,00:07:27,00:10:18,00:11:49,,
CAMHDA301-20160620T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160620T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160620T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160620T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160620T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160620T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160621T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160621T060000Z,00:01:01,00:01:37,00:02:55,00:04:28,00:06:01,00:07:30,00:10:20,00:11:54,04:23 something cool went past,
CAMHDA301-20160621T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160621T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160621T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160621T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160621T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T000000Z,00:01:02,00:01:37,00:02:53,00:04:28,00:06:00,00:07:29,00:10:20,00:11:51,,
CAMHDA301-20160622T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160622T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T000000Z,00:01:02,00:01:39,00:02:56,00:04:31,00:06:03,00:07:32,00:10:21,00:11:55,,
CAMHDA301-20160623T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160623T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T000000Z,00:01:03,00:01:36,00:02:53,00:04:28,00:06:01,00:07:30,00:10:21,00:11:55,,
CAMHDA301-20160624T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160624T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160625T000000Z,00:01:03,00:01:39,00:02:58,00:04:32,00:06:04,00:07:34,00:10:26,00:12:00,,
CAMHDA301-20160625T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160625T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160625T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160625T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160625T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160625T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160625T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160626T000000Z,00:01:02,00:01:37,00:02:54,00:04:29,00:06:03,00:07:33,00:10:24,00:11:59,01:43 interesting animal (crab?) in marine snow,
CAMHDA301-20160626T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160626T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160626T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160626T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160626T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160626T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160626T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T000000Z,00:01:04,00:01:40,00:02:59,00:04:34,00:06:07,00:07:37,00:10:28,00:12:02,,
CAMHDA301-20160627T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160627T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T000000Z,00:01:03,00:01:39,00:02:56,00:04:30,00:06:04,00:07:35,00:10:26,00:11:58,,
CAMHDA301-20160628T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160628T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160629T030000Z,00:01:02,00:01:37,00:02:57,00:04:31,00:06:02,00:07:32,00:10:23,00:11:56,,
CAMHDA301-20160629T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160629T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160629T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160629T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160629T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160629T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160630T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160630T060000Z,00:01:04,00:01:39,00:02:58,00:04:33,00:06:06,00:07:36,00:10:27,00:12:02,,
CAMHDA301-20160630T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160630T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160630T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160630T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160630T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T000000Z,00:01:02,00:01:38,00:02:57,00:04:32,00:06:04,00:07:34,00:10:25,00:11:57,,
CAMHDA301-20160701T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160701T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160702T000000Z,00:01:01,00:01:37,00:02:56,00:04:31,00:06:03,00:07:32,00:10:21,00:11:54,,
CAMHDA301-20160702T030000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160702T060000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160702T090000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160702T120000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160702T150000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160702T180000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160702T210000Z,00:01:04,00:01:40,00:02:55,,,,,,,
CAMHDA301-20160703T030000Z,00:01:03,00:01:39,00:02:59,00:04:34,00:06:06,00:07:37,00:10:29,00:12:03,,
CAMHDA301-20160703T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160703T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160703T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160703T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160703T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160703T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T000000Z,00:01:04,00:01:39,00:03:00,00:04:35,00:06:07,00:07:38,00:10:33,00:12:07,"Two somethings swimming around in marine snow 1:32, something big in marine snow 02:57, shrimp 7:32",
CAMHDA301-20160704T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160704T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T000000Z,00:01:03,00:01:39,00:02:57,00:04:32,00:06:04,00:07:34,00:10:22,00:11:55,,
CAMHDA301-20160705T030000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160705T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160706T030000Z,00:01:03,00:01:40,00:02:58,00:04:32,00:06:04,00:07:33,00:10:27,00:12:00,,
CAMHDA301-20160706T060000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160706T090000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160706T120000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160706T150000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160706T180000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160706T210000Z,00:01:04,00:01:40,00:02:59,,,,,,,
CAMHDA301-20160707T000000Z,00:01:03,00:01:40,00:02:57,00:04:31,00:06:03,00:07:33,00:10:24,00:11:58,2:34 fish tail,
